"","article","zone","word","time","length","log_gmean_freq","is_first","is_last","has_punct","has_num","has_punct_prev_1","has_num_prev_1","sent_id","tokenN_in_sent","pos","length_prev_1","length_prev_2","log_gmean_freq_prev_1","log_gmean_freq_prev_2"
3038,3,976,"knew",352.5164835164835,4,8.418918622147897,False,False,False,False,False,False,146,16,"acl:relcl",4.0,3.0,11.80917820410482,11.935771970909167
3039,3,977,"looked",338.43333333333334,6,8.044626279767337,False,False,False,False,False,False,146,17,"ccomp",4.0,4.0,8.418918622147897,11.80917820410482
3040,3,978,"dirt",368.2857142857143,4,6.529418838262226,False,False,False,False,False,False,146,18,"advmod",6.0,4.0,8.044626279767337,8.418918622147897
3041,3,979,"poor",332.0769230769231,4,9.088285725968875,False,False,False,False,False,False,146,19,"xcomp",4.0,6.0,6.529418838262226,8.044626279767337
3042,3,980,"and",317.85714285714283,3,14.71127893960382,False,False,False,False,False,False,146,20,"cc",4.0,4.0,9.088285725968875,6.529418838262226
3043,3,981,"helpless.",451.53333333333336,9,10.105128799576914,False,True,True,False,False,False,146,22,"punct",3.0,4.0,14.71127893960382,9.088285725968875
3044,3,982,"Passersby",404.1428571428572,9,9.89797056256762,True,False,False,False,True,False,147,0,"nsubj",4.581220748829953,4.581220748829953,11.29753723775519,11.29753723775519
3045,3,983,"who",337.6923076923077,3,11.935771970909167,False,False,False,False,False,False,147,1,"nsubj",9.0,4.581220748829953,9.89797056256762,11.29753723775519
3046,3,984,"saw",321.9222222222222,3,9.724121623567806,False,False,False,False,False,False,147,2,"acl:relcl",3.0,9.0,11.935771970909167,9.89797056256762
3047,3,985,"her",331.47777777777776,3,12.091626536137356,False,False,False,False,False,False,147,3,"nsubj",3.0,3.0,9.724121623567806,11.935771970909167
3048,3,986,"sitting",362.75824175824175,7,7.676009932028887,False,False,False,False,False,False,147,4,"dep",3.0,3.0,12.091626536137356,9.724121623567806
3049,3,987,"motionless",364.3296703296703,10,8.91487681650379,False,False,False,False,False,False,147,5,"xcomp",7.0,3.0,7.676009932028887,12.091626536137356
3050,3,988,"wished",345.0659340659341,6,7.525639975041535,False,False,False,False,False,False,147,6,"root",10.0,7.0,8.91487681650379,7.676009932028887
3051,3,989,"they",322.7802197802198,4,11.80917820410482,False,False,False,False,False,False,147,7,"nsubj",6.0,10.0,7.525639975041535,8.91487681650379
3052,3,990,"could",317.77777777777777,5,10.887436932884098,False,False,False,False,False,False,147,8,"aux",4.0,6.0,11.80917820410482,7.525639975041535
3053,3,991,"have",311.1758241758242,4,12.001032975538308,False,False,False,False,False,False,147,9,"aux",5.0,4.0,10.887436932884098,11.80917820410482
3054,3,992,"helped",305.16483516483515,6,9.232297539328226,False,False,False,False,False,False,147,10,"ccomp",4.0,5.0,12.001032975538308,10.887436932884098
3055,3,993,"the",330.56043956043953,3,15.52756444324176,False,False,False,False,False,False,147,11,"det",6.0,4.0,9.232297539328226,12.001032975538308
3056,3,994,"girl,",343.9450549450549,5,11.887572650984486,False,False,True,False,False,False,147,13,"punct",3.0,6.0,15.52756444324176,9.232297539328226
3057,3,995,"but",300.6703296703297,3,12.219087582607669,False,False,False,False,True,False,147,14,"cc",5.0,3.0,11.887572650984486,15.52756444324176
3058,3,996,"their",307.5934065934066,5,12.134302707274616,False,False,False,False,False,False,147,15,"nmod:poss",3.0,5.0,12.219087582607669,11.887572650984486
3059,3,997,"good",320.8241758241758,4,9.873543676163056,False,False,False,False,False,False,147,16,"amod",5.0,3.0,12.134302707274616,12.219087582607669
3060,3,998,"intentions",321.72527472527474,10,6.92461239604856,False,False,False,False,False,False,147,17,"nsubj",4.0,5.0,9.873543676163056,12.134302707274616
3061,3,999,"were",311.4065934065934,4,12.777280979501404,False,False,False,False,False,False,147,18,"conj",10.0,4.0,6.92461239604856,9.873543676163056
3062,3,1000,"a",300.3736263736264,1,14.325739803932372,False,False,False,False,False,False,147,19,"det",4.0,10.0,12.777280979501404,6.92461239604856
3063,3,1001,"day",303.15384615384613,3,10.675954102300327,False,False,False,False,False,False,147,20,"nmod:npmod",1.0,4.0,14.325739803932372,12.777280979501404
3064,3,1002,"late",302.0989010989011,4,10.267401233486057,False,False,False,False,False,False,147,21,"advmod",3.0,1.0,10.675954102300327,14.325739803932372
3065,3,1003,"and",301.1758241758242,3,14.71127893960382,False,False,False,False,False,False,147,22,"advmod",4.0,3.0,10.267401233486057,10.675954102300327
3066,3,1004,"a",304.4945054945055,1,14.325739803932372,False,False,False,False,False,False,147,23,"det",3.0,4.0,14.71127893960382,10.267401233486057
3067,3,1005,"dollar",315.0659340659341,6,7.554334823725748,False,False,False,False,False,False,147,24,"nmod:npmod",1.0,3.0,14.325739803932372,14.71127893960382
3068,3,1006,"short.",339.9450549450549,6,12.521918628043425,False,True,True,False,False,False,147,26,"punct",6.0,1.0,7.554334823725748,14.325739803932372
3069,3,1007,"Other",327.7142857142857,5,11.636451975253678,True,False,False,False,True,False,148,0,"amod",4.581220748829953,4.581220748829953,11.29753723775519,11.29753723775519
3070,3,1008,"people",330.72527472527474,6,10.6926264987498,False,False,False,False,False,False,148,1,"nsubj",5.0,4.581220748829953,11.636451975253678,11.29753723775519
3071,3,1009,"suspected",317.8777777777778,9,7.414572881350589,False,False,False,False,False,False,148,2,"root",6.0,5.0,10.6926264987498,11.636451975253678
3072,3,1010,"the",302.956043956044,3,15.52756444324176,False,False,False,False,False,False,148,3,"det",9.0,6.0,7.414572881350589,10.6926264987498
3073,3,1011,"girl",292.5444444444444,4,8.525756422076725,False,False,False,False,False,False,148,4,"nsubj",3.0,9.0,15.52756444324176,7.414572881350589
3074,3,1012,"had",313.5274725274725,3,12.585700152465314,False,False,False,False,False,False,148,5,"aux",4.0,3.0,8.525756422076725,15.52756444324176
3075,3,1013,"fallen",312.4888888888889,6,7.774015077250727,False,False,False,False,False,False,148,6,"ccomp",3.0,4.0,12.585700152465314,8.525756422076725
3076,3,1014,"asleep",308.4157303370786,6,6.214608098422191,False,False,False,False,False,False,148,7,"xcomp",6.0,3.0,7.774015077250727,12.585700152465314
3077,3,1015,"and",298.1847826086956,3,14.71127893960382,False,False,False,False,False,False,148,8,"cc",6.0,6.0,6.214608098422191,7.774015077250727
3078,3,1016,"frozen,",330.0978260869565,7,10.92394895425338,False,False,True,False,False,False,148,10,"punct",3.0,6.0,14.71127893960382,6.214608098422191
3079,3,1017,"but",323.4891304347826,3,12.219087582607669,False,False,False,False,True,False,148,11,"cc",7.0,3.0,10.92394895425338,14.71127893960382
3080,3,1018,"no",312.8152173913044,2,10.973580332043827,False,False,False,False,False,False,148,12,"neg",3.0,7.0,12.219087582607669,10.92394895425338
3081,3,1019,"one",327.9347826086956,3,11.955795536190752,False,False,False,False,False,False,148,13,"nsubj",2.0,3.0,10.973580332043827,12.219087582607669
3082,3,1020,"imagined",317.4130434782609,8,8.179618139487092,False,False,False,False,False,False,148,14,"conj",3.0,2.0,11.955795536190752,10.973580332043827
3083,3,1021,"what",321.9891304347826,4,10.43687669471087,False,False,False,False,False,False,148,15,"det",8.0,3.0,8.179618139487092,11.955795536190752
3084,3,1022,"beautiful",331.6559139784946,9,7.764720544771477,False,False,False,False,False,False,148,16,"amod",4.0,8.0,10.43687669471087,8.179618139487092
3085,3,1023,"things",337.3010752688172,6,8.863898604317479,False,False,False,False,False,False,148,17,"dobj",9.0,4.0,7.764720544771477,10.43687669471087
3086,3,1024,"she",327.23655913978496,3,11.530480470216114,False,False,False,False,False,False,148,18,"nsubj",6.0,9.0,8.863898604317479,7.764720544771477
3087,3,1025,"had",302.7204301075269,3,12.585700152465314,False,False,False,False,False,False,148,19,"aux",3.0,6.0,11.530480470216114,8.863898604317479
3088,3,1026,"seen,",321.83870967741933,5,12.549790567685076,False,False,True,False,False,False,148,21,"punct",3.0,3.0,12.585700152465314,11.530480470216114
3089,3,1027,"nor",319.18279569892474,3,8.395477432732141,False,False,False,False,True,False,148,22,"cc",5.0,3.0,12.549790567685076,12.585700152465314
3090,3,1028,"into",318.4301075268817,4,11.724878636888786,False,False,False,False,False,False,148,23,"case",3.0,5.0,8.395477432732141,12.549790567685076
3091,3,1029,"what",335.60869565217394,4,10.43687669471087,False,False,False,False,False,False,148,24,"det",4.0,3.0,11.724878636888786,8.395477432732141
3092,3,1030,"glory",321.6989247311828,5,6.326149473155099,False,False,False,False,False,False,148,25,"nmod",4.0,4.0,10.43687669471087,11.724878636888786
3093,3,1031,"she",316.36559139784947,3,11.530480470216114,False,False,False,False,False,False,148,26,"nsubj",5.0,4.0,6.326149473155099,10.43687669471087
3094,3,1032,"had",306.20212765957444,3,12.585700152465314,False,False,False,False,False,False,148,27,"aux",3.0,5.0,11.530480470216114,6.326149473155099
3095,3,1033,"entered",313.0425531914894,7,9.262648151599528,False,False,False,False,False,False,148,28,"ccomp",3.0,3.0,12.585700152465314,11.530480470216114
3096,3,1034,"with",325.24468085106383,4,13.349855858400243,False,False,False,False,False,False,148,29,"case",7.0,3.0,9.262648151599528,12.585700152465314
3097,3,1035,"her",329.6063829787234,3,12.091626536137356,False,False,False,False,False,False,148,30,"nmod:poss",4.0,7.0,13.349855858400243,9.262648151599528
3098,3,1036,"grandmother,",357.1170212765957,12,11.034702622283188,False,False,True,False,False,False,148,32,"punct",3.0,4.0,12.091626536137356,13.349855858400243
3099,3,1037,"on",377.7021276595744,2,13.43917066296584,False,False,False,False,True,False,148,33,"case",12.0,3.0,11.034702622283188,12.091626536137356
3100,3,1038,"New",378.17894736842106,3,11.31227699148339,False,False,False,False,False,False,148,34,"compound",2.0,12.0,13.43917066296584,11.034702622283188
3101,3,1039,"Year's",0.0,6,13.02116956761062,False,False,False,False,False,False,148,36,"case",3.0,2.0,11.31227699148339,13.43917066296584
3102,3,1040,"day.",0.0,4,12.834869484384608,False,True,True,False,False,False,148,38,"punct",6.0,3.0,13.02116956761062,11.31227699148339
3103,4,1,"Once",363.84615384615387,4,9.736488011839958,True,False,False,False,False,False,149,0,"advmod",4.581220748829953,4.581220748829953,11.29753723775519,11.29753723775519
3104,4,2,"upon",335.2608695652174,4,9.650528916142733,False,False,False,False,False,False,149,1,"case",4.0,4.581220748829953,9.736488011839958,11.29753723775519
3105,4,3,"a",336.7282608695652,1,14.325739803932372,False,False,False,False,False,False,149,2,"det",4.0,4.0,9.650528916142733,9.736488011839958
3106,4,4,"time",339.2934782608696,4,11.663575739807715,False,False,False,False,False,False,149,3,"nmod",1.0,4.0,14.325739803932372,9.650528916142733
3107,4,5,"the",337.2857142857143,3,15.52756444324176,False,False,False,False,False,False,149,4,"det",4.0,1.0,11.663575739807715,14.325739803932372
3108,4,6,"birds",334.2,5,8.684401110400144,False,False,False,False,False,False,149,5,"nsubj",3.0,4.0,15.52756444324176,11.663575739807715
3109,4,7,"took",340.978021978022,4,10.664713853906669,False,False,False,False,False,False,149,6,"root",5.0,3.0,8.684401110400144,15.52756444324176
3110,4,8,"it",335.5054945054945,2,12.68467668499508,False,False,False,False,False,False,149,7,"dobj",4.0,5.0,10.664713853906669,8.684401110400144
3111,4,9,"into",336.39325842696627,4,11.724878636888786,False,False,False,False,False,False,149,8,"case",2.0,4.0,12.68467668499508,10.664713853906669
3112,4,10,"their",362.0,5,12.134302707274616,False,False,False,False,False,False,149,9,"nmod:poss",4.0,2.0,11.724878636888786,12.68467668499508
3113,4,11,"heads",349.8666666666667,5,8.419580362549237,False,False,False,False,False,False,149,10,"nmod",5.0,4.0,12.134302707274616,11.724878636888786
3114,4,12,"that",334.84090909090907,4,13.426455564376912,False,False,False,False,False,False,149,11,"mark",5.0,5.0,8.419580362549237,12.134302707274616
3115,4,13,"they",334.8021978021978,4,11.80917820410482,False,False,False,False,False,False,149,12,"nsubj",4.0,5.0,13.426455564376912,8.419580362549237
3116,4,14,"would",333.05494505494505,5,11.7418363531785,False,False,False,False,False,False,149,13,"aux",4.0,4.0,11.80917820410482,13.426455564376912
3117,4,15,"like",322.46153846153845,4,10.515939729390396,False,False,False,False,False,False,149,14,"ccomp",5.0,4.0,11.7418363531785,11.80917820410482
3118,4,16,"a",329.6818181818182,1,14.325739803932372,False,False,False,False,False,False,149,15,"det",4.0,5.0,10.515939729390396,11.7418363531785
3119,4,17,"master,",378.989010989011,7,11.828941327192572,False,False,True,False,False,False,149,17,"punct",1.0,4.0,14.325739803932372,10.515939729390396
3120,4,18,"and",336.2087912087912,3,14.71127893960382,False,False,False,False,True,False,149,18,"cc",7.0,1.0,11.828941327192572,14.325739803932372
3121,4,19,"that",331.2333333333333,4,13.426455564376912,False,False,False,False,False,False,149,19,"mark",3.0,7.0,14.71127893960382,11.828941327192572
3122,4,20,"one",322.3,3,11.955795536190752,False,False,False,False,False,False,149,20,"nsubjpass",4.0,3.0,13.426455564376912,14.71127893960382
3123,4,21,"of",314.6555555555556,2,14.81543924991672,False,False,False,False,False,False,149,21,"case",3.0,4.0,11.955795536190752,13.426455564376912
3124,4,22,"their",330.18888888888887,5,12.134302707274616,False,False,False,False,False,False,149,22,"nmod:poss",2.0,3.0,14.81543924991672,11.955795536190752
3125,4,23,"number",389.3333333333333,6,11.039909302599783,False,False,False,False,False,False,149,23,"nmod",5.0,2.0,12.134302707274616,14.81543924991672
3126,4,24,"must",366.8863636363636,4,9.49461665129313,False,False,False,False,False,False,149,24,"aux",6.0,5.0,11.039909302599783,12.134302707274616
3127,4,25,"be",368.73333333333335,2,12.391198599656752,False,False,False,False,False,False,149,25,"auxpass",4.0,6.0,9.49461665129313,11.039909302599783
3128,4,26,"chosen",406.5632183908046,6,8.675904882571059,False,False,False,False,False,False,149,26,"conj",2.0,4.0,12.391198599656752,9.49461665129313
3129,4,27,"king.",0.0,5,12.144692541197944,False,True,True,False,False,False,149,28,"punct",6.0,2.0,8.675904882571059,12.391198599656752
3130,4,28,"A",421.4943820224719,1,14.325739803932372,True,False,False,False,True,False,150,0,"det",4.581220748829953,4.581220748829953,11.29753723775519,11.29753723775519
3131,4,29,"meeting",345.9550561797753,7,9.113499020526628,False,False,False,False,False,False,150,1,"nsubjpass",1.0,4.581220748829953,14.325739803932372,11.29753723775519
3132,4,30,"of",341.2134831460674,2,14.81543924991672,False,False,False,False,False,False,150,2,"case",7.0,1.0,9.113499020526628,14.325739803932372
3133,4,31,"all",321.6931818181818,3,11.516349595936925,False,False,False,False,False,False,150,3,"det:predet",2.0,7.0,14.81543924991672,9.113499020526628
3134,4,32,"the",317.0224719101124,3,15.52756444324176,False,False,False,False,False,False,150,4,"det",3.0,2.0,11.516349595936925,14.81543924991672
3135,4,33,"birds",344.52272727272725,5,8.684401110400144,False,False,False,False,False,False,150,5,"nmod",3.0,3.0,15.52756444324176,11.516349595936925
3136,4,34,"was",327.0112359550562,3,13.887766101144674,False,False,False,False,False,False,150,6,"auxpass",5.0,3.0,8.684401110400144,15.52756444324176
3137,4,35,"called",325.1573033707865,6,10.782720031453678,False,False,False,False,False,False,150,7,"root",3.0,5.0,13.887766101144674,8.684401110400144
3138,4,36,"and",338.4318181818182,3,14.71127893960382,False,False,False,False,False,False,150,8,"cc",6.0,3.0,10.782720031453678,13.887766101144674
3139,4,37,"though",366.1123595505618,6,10.06997609269376,False,False,False,False,False,False,150,9,"mark",3.0,6.0,14.71127893960382,10.782720031453678
3140,4,38,"they",357.4942528735632,4,11.80917820410482,False,False,False,False,False,False,150,10,"nsubj",6.0,3.0,10.06997609269376,14.71127893960382
3141,4,39,"understood",359.5113636363636,10,7.554334823725748,False,False,False,False,False,False,150,11,"advcl",4.0,6.0,11.80917820410482,10.06997609269376
3142,4,40,"the",340.7586206896552,3,15.52756444324176,False,False,False,False,False,False,150,12,"det",10.0,4.0,7.554334823725748,11.80917820410482
3143,4,41,"birds",373.89772727272725,5,8.684401110400144,False,False,False,False,False,False,150,13,"nsubj",3.0,10.0,15.52756444324176,7.554334823725748
3144,4,42,"who",354.4942528735632,3,11.935771970909167,False,False,False,False,False,False,150,14,"nsubj",5.0,3.0,8.684401110400144,15.52756444324176
3145,4,43,"were",375.0340909090909,4,12.777280979501404,False,False,False,False,False,False,150,15,"cop",3.0,5.0,11.935771970909167,8.684401110400144
3146,4,44,"from",378.64772727272725,4,12.970137177909631,False,False,False,False,False,False,150,16,"case",4.0,3.0,12.777280979501404,11.935771970909167
3147,4,45,"the",347.85227272727275,3,15.52756444324176,False,False,False,False,False,False,150,17,"det",4.0,4.0,12.970137177909631,12.777280979501404
3148,4,46,"most",362.45454545454544,4,11.31929217102996,False,False,False,False,False,False,150,18,"amod",3.0,4.0,15.52756444324176,12.970137177909631
3149,4,47,"distant",349.5681818181818,7,7.520234556474628,False,False,False,False,False,False,150,19,"amod",4.0,3.0,11.31929217102996,15.52756444324176
3150,4,48,"lands",357.8863636363636,5,8.34687925374656,False,False,False,False,False,False,150,20,"acl:relcl",7.0,4.0,7.520234556474628,11.31929217102996
3151,4,49,"would",352.735632183908,5,11.7418363531785,False,False,False,False,False,False,150,21,"aux",5.0,7.0,8.34687925374656,7.520234556474628
3152,4,50,"be",373.84090909090907,2,12.391198599656752,False,False,False,False,False,False,150,22,"cop",5.0,5.0,11.7418363531785,8.34687925374656
3153,4,51,"unable",350.89772727272725,6,9.040500592684284,False,False,False,False,False,False,150,23,"ccomp",2.0,5.0,12.391198599656752,11.7418363531785
3154,4,52,"to",395.2272727272728,2,14.49430827566318,False,False,False,False,False,False,150,24,"mark",6.0,2.0,9.040500592684284,12.391198599656752
3155,4,53,"come,",455.4090909090909,5,12.328141195454554,False,False,True,False,False,False,150,26,"punct",2.0,6.0,14.49430827566318,9.040500592684284
3156,4,54,"many",359.95454545454544,4,10.92512880001811,False,False,False,False,True,False,150,27,"amod",5.0,2.0,12.328141195454554,14.49430827566318
3157,4,55,"birds",338.5402298850575,5,8.684401110400144,False,False,False,False,False,False,150,28,"nsubj",4.0,5.0,10.92512880001811,12.328141195454554
3158,4,56,"came",340.7471264367816,4,10.207067580140682,False,False,False,False,False,False,150,29,"conj",5.0,4.0,8.684401110400144,10.92512880001811
3159,4,57,"from",352.09090909090907,4,12.970137177909631,False,False,False,False,False,False,150,30,"case",4.0,5.0,10.207067580140682,8.684401110400144
3160,4,58,"faraway",390.4772727272728,7,9.626869881767966,False,False,False,False,False,False,150,31,"amod",4.0,4.0,12.970137177909631,10.207067580140682
3161,4,59,"meadows",378.7816091954023,7,8.261735044144674,False,False,False,False,False,False,150,32,"nmod",7.0,4.0,9.626869881767966,12.970137177909631
3162,4,60,"and",384.1590909090909,3,14.71127893960382,False,False,False,False,False,False,150,33,"cc",7.0,7.0,8.261735044144674,9.626869881767966
3163,4,61,"woods.",404.2873563218391,6,11.078478628657765,False,True,True,False,False,False,150,35,"punct",3.0,7.0,14.71127893960382,8.261735044144674
3164,4,62,"The",370.2613636363636,3,15.52756444324176,True,False,False,False,True,False,151,0,"det",4.581220748829953,4.581220748829953,11.29753723775519,11.29753723775519
3165,4,63,"eagle,",359.75,6,11.267790297297315,False,False,True,False,False,False,151,2,"punct",3.0,6.0,15.52756444324176,11.078478628657765
3166,4,64,"who",359.04545454545456,3,11.935771970909167,False,False,False,False,True,False,151,3,"nsubj",6.0,3.0,11.267790297297315,15.52756444324176
3167,4,65,"already",337.9886363636364,7,9.3467052464967,False,False,False,False,False,False,151,4,"advmod",3.0,6.0,11.935771970909167,11.267790297297315
3168,4,66,"thought",375.71590909090907,7,9.784985508455128,False,False,False,False,False,False,151,5,"acl:relcl",7.0,3.0,9.3467052464967,11.935771970909167
3169,4,67,"himself",366.0568181818182,7,9.982760733430636,False,False,False,False,False,False,151,6,"nsubj",7.0,7.0,9.784985508455128,9.3467052464967
3170,4,68,"the",374.54545454545456,3,15.52756444324176,False,False,False,False,False,False,151,7,"det",7.0,7.0,9.982760733430636,9.784985508455128
3171,4,69,"de",442.5232558139535,2,10.427624190361792,False,False,False,False,False,False,151,8,"amod",3.0,7.0,15.52756444324176,9.982760733430636
3172,4,70,"facto",459.27272727272725,5,6.54965074223381,False,False,False,False,False,False,151,9,"dep",2.0,3.0,10.427624190361792,15.52756444324176
3173,4,71,"king,",415.2134831460674,5,12.272494547909629,False,False,True,False,False,False,151,11,"punct",5.0,2.0,6.54965074223381,10.427624190361792
3174,4,72,"arrived",410.46590909090907,7,9.339788439163067,False,False,False,False,True,False,151,12,"root",5.0,5.0,12.272494547909629,6.54965074223381
3175,4,73,"fashionably",429.89772727272725,11,8.496415809951507,False,False,False,False,False,False,151,13,"advmod",7.0,5.0,9.339788439163067,12.272494547909629
3176,4,74,"late.",404.0681818181818,5,12.63059304997747,False,True,True,False,False,False,151,15,"punct",11.0,7.0,8.496415809951507,9.339788439163067
3177,4,75,"It",343.98850574712645,2,12.68467668499508,True,False,False,False,True,False,152,0,"nsubj",4.581220748829953,4.581220748829953,11.29753723775519,11.29753723775519
3178,4,76,"was",357.02298850574715,3,13.887766101144674,False,False,False,False,False,False,152,1,"cop",2.0,4.581220748829953,12.68467668499508,11.29753723775519
3179,4,77,"a",379.1931818181818,1,14.325739803932372,False,False,False,False,False,False,152,2,"det",3.0,2.0,13.887766101144674,12.68467668499508
3180,4,78,"hawk",356.25,4,5.6240175061873385,False,False,False,False,False,False,152,3,"root",1.0,3.0,14.325739803932372,13.887766101144674
3181,4,79,"who",329.39772727272725,3,11.935771970909167,False,False,False,False,False,False,152,4,"nsubj",4.0,1.0,5.6240175061873385,14.325739803932372
3182,4,80,"was",325.125,3,13.887766101144674,False,False,False,False,False,False,152,5,"cop",3.0,4.0,11.935771970909167,5.6240175061873385
3183,4,81,"most",384.77272727272725,4,11.31929217102996,False,False,False,False,False,False,152,6,"advmod",3.0,3.0,13.887766101144674,11.935771970909167
3184,4,82,"excited",347.21590909090907,7,6.93537044601511,False,False,False,False,False,False,152,7,"acl:relcl",4.0,3.0,11.31929217102996,13.887766101144674
3185,4,83,"about",323.59090909090907,5,11.39414192898026,False,False,False,False,False,False,152,8,"case",7.0,4.0,6.93537044601511,11.31929217102996
3186,4,84,"the",342.89772727272725,3,15.52756444324176,False,False,False,False,False,False,152,9,"det",5.0,7.0,11.39414192898026,6.93537044601511
3187,4,85,"meeting,",418.52272727272725,8,12.181443950209438,False,False,True,False,False,False,152,11,"punct",3.0,5.0,15.52756444324176,11.39414192898026
3188,4,86,"because",337.8636363636364,7,10.687092248656649,False,False,False,False,True,False,152,12,"mark",8.0,3.0,12.181443950209438,15.52756444324176
3189,4,87,"he",319.35632183908046,2,12.686233886125189,False,False,False,False,False,False,152,13,"nsubj",7.0,8.0,10.687092248656649,12.181443950209438
3190,4,88,"was",313.21590909090907,3,13.887766101144674,False,False,False,False,False,False,152,14,"cop",2.0,7.0,12.686233886125189,10.687092248656649
3191,4,89,"the",321.9310344827586,3,15.52756444324176,False,False,False,False,False,False,152,15,"det",3.0,2.0,13.887766101144674,12.686233886125189
3192,4,90,"dark",345.04545454545456,4,8.868413284672005,False,False,False,False,False,False,152,16,"amod",3.0,3.0,15.52756444324176,13.887766101144674
3193,4,91,"horse",364.0681818181818,5,8.711113884053544,False,False,False,False,False,False,152,17,"advcl",4.0,3.0,8.868413284672005,15.52756444324176
3194,4,92,"for",422.4090909090909,3,13.42421607066536,False,False,False,False,False,False,152,18,"case",5.0,4.0,8.711113884053544,8.868413284672005
3195,4,93,"king.",0.0,5,12.144692541197944,False,True,True,False,False,False,152,20,"punct",3.0,5.0,13.42421607066536,8.711113884053544
3196,4,94,"The",420.77272727272725,3,15.52756444324176,True,False,False,False,True,False,153,0,"det",4.581220748829953,4.581220748829953,11.29753723775519,11.29753723775519
3197,4,95,"small",384.75,5,10.284455029043892,False,False,False,False,False,False,153,1,"amod",3.0,4.581220748829953,15.52756444324176,11.29753723775519
3198,4,96,"fry",379.3863636363636,3,10.032995378826689,False,False,False,False,False,False,153,2,"nsubj",5.0,3.0,10.284455029043892,15.52756444324176
3199,4,97,"came",371.59090909090907,4,10.207067580140682,False,False,False,False,False,False,153,3,"root",3.0,5.0,10.032995378826689,10.284455029043892
3200,4,98,"too,",401.4022988505747,4,12.525338790054064,False,False,True,False,False,False,153,5,"punct",4.0,3.0,10.207067580140682,10.032995378826689
3201,4,99,"and",355.15909090909093,3,14.71127893960382,False,False,False,False,True,False,153,6,"cc",4.0,4.0,12.525338790054064,10.207067580140682
3202,4,100,"the",379.6590909090909,3,15.52756444324176,False,False,False,False,False,False,153,7,"det",3.0,4.0,14.71127893960382,12.525338790054064
3203,4,101,"robin,",372.1590909090909,6,11.382115412241086,False,False,True,False,False,False,153,9,"punct",3.0,3.0,15.52756444324176,14.71127893960382
3204,4,102,"the",418.625,3,15.52756444324176,False,False,False,False,True,False,153,10,"det",6.0,3.0,11.382115412241086,15.52756444324176
3205,4,103,"bluebird,",374.14942528735634,9,10.349736544580091,False,False,True,False,False,False,153,12,"punct",3.0,6.0,15.52756444324176,11.382115412241086
3206,4,104,"the",360.57954545454544,3,15.52756444324176,False,False,False,False,True,False,153,13,"det",9.0,3.0,10.349736544580091,15.52756444324176
3207,4,105,"owl,",366.95454545454544,4,10.698928587904948,False,False,True,False,False,False,153,15,"punct",3.0,9.0,15.52756444324176,10.349736544580091
3208,4,106,"the",358.39772727272725,3,15.52756444324176,False,False,False,False,True,False,153,16,"det",4.0,3.0,10.698928587904948,15.52756444324176
3209,4,107,"lark,",367.7613636363636,5,11.43096171714506,False,False,True,False,False,False,153,18,"punct",3.0,4.0,15.52756444324176,10.698928587904948
3210,4,108,"and",370.04545454545456,3,14.71127893960382,False,False,False,False,True,False,153,19,"cc",5.0,3.0,11.43096171714506,15.52756444324176
3211,4,109,"the",362.8068181818182,3,15.52756444324176,False,False,False,False,False,False,153,20,"det",3.0,5.0,14.71127893960382,11.43096171714506
3212,4,110,"sparrow,",362.82954545454544,8,10.907326924963805,False,False,True,False,False,False,153,22,"punct",3.0,3.0,15.52756444324176,14.71127893960382
3213,4,111,"who",362.9080459770115,3,11.935771970909167,False,False,False,False,True,False,153,23,"nsubj",8.0,3.0,10.907326924963805,15.52756444324176
3214,4,112,"had",340.7931034482759,3,12.585700152465314,False,False,False,False,False,False,153,24,"acl:relcl",3.0,8.0,11.935771970909167,10.907326924963805
3215,4,113,"only",323.9655172413793,4,11.4325285278982,False,False,False,False,False,False,153,25,"advmod",3.0,3.0,12.585700152465314,11.935771970909167
3216,4,114,"a",340.3636363636364,1,14.325739803932372,False,False,False,False,False,False,153,26,"det",4.0,3.0,11.4325285278982,12.585700152465314
3217,4,115,"chance",341.20454545454544,6,8.437067146936952,False,False,False,False,False,False,153,27,"dobj",1.0,4.0,14.325739803932372,11.4325285278982
3218,4,116,"in",316.72727272727275,2,14.451279123971284,False,False,False,False,False,False,153,28,"case",6.0,1.0,8.437067146936952,14.325739803932372
3219,4,117,"a",360.3181818181818,1,14.325739803932372,False,False,False,False,False,False,153,29,"advmod",2.0,6.0,14.451279123971284,8.437067146936952
3220,4,118,"million",346.2386363636364,7,10.76734750122231,False,False,False,False,False,False,153,30,"nmod",1.0,2.0,14.325739803932372,14.451279123971284
3221,4,119,"to",347.32183908045977,2,14.49430827566318,False,False,False,False,False,False,153,31,"mark",7.0,1.0,10.76734750122231,14.325739803932372
3222,4,120,"be",370.9310344827586,2,12.391198599656752,False,False,False,False,False,False,153,32,"cop",2.0,7.0,14.49430827566318,10.76734750122231
3223,4,121,"king,",386.5232558139535,5,12.272494547909629,False,False,True,False,False,False,153,34,"punct",2.0,2.0,12.391198599656752,14.49430827566318
3224,4,122,"were",367.4090909090909,4,12.777280979501404,False,False,False,False,True,False,153,35,"cop",5.0,2.0,12.272494547909629,12.391198599656752
3225,4,123,"all",347.735632183908,3,11.516349595936925,False,False,False,False,False,False,153,36,"advmod",4.0,5.0,12.777280979501404,12.272494547909629
